Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"RL","Land Use","004","Afghanistan","5110","Area","6602","Agriculture","2020","2020","1000 ha","38313","I","Value imputed by a receiving agency",""
"RL","Land Use","004","Afghanistan","5110","Area","6602","Agriculture","2021","2021","1000 ha","38313","I","Value imputed by a receiving agency",""
"RL","Land Use","004","Afghanistan","5110","Area","6602","Agriculture","2022","2022","1000 ha","38313","I","Value imputed by a receiving agency",""
"RL","Land Use","004","Afghanistan","5110","Area","6602","Agriculture","2023","2023","1000 ha","38116","I","Value imputed by a receiving agency",""
"RL","Land Use","004","Afghanistan","5110","Area","6610","Agricultural land","2020","2020","1000 ha","38313","I","Value imputed by a receiving agency",""
"RL","Land Use","004","Afghanistan","5110","Area","6610","Agricultural land","2021","2021","1000 ha","38313","I","Value imputed by a receiving agency",""
"RL","Land Use","004","Afghanistan","5110","Area","6610","Agricultural land","2022","2022","1000 ha","38313","I","Value imputed by a receiving agency",""
"RL","Land Use","004","Afghanistan","5110","Area","6610","Agricultural land","2023","2023","1000 ha","38116","A","Official figure",""
"RL","Land Use","004","Afghanistan","5110","Area","6620","Cropland","2020","2020","1000 ha","8051","I","Value imputed by a receiving agency",""
"RL","Land Use","004","Afghanistan","5110","Area","6620","Cropland","2021","2021","1000 ha","8051","I","Value imputed by a receiving agency",""
"RL","Land Use","004","Afghanistan","5110","Area","6620","Cropland","2022","2022","1000 ha","8051","I","Value imputed by a receiving agency",""
"RL","Land Use","004","Afghanistan","5110","Area","6620","Cropland","2023","2023","1000 ha","8116","A","Official figure",""
"RL","Land Use","004","Afghanistan","5110","Area","6621","Arable land","2020","2020","1000 ha","7829","I","Value imputed by a receiving agency",""
"RL","Land Use","004","Afghanistan","5110","Area","6621","Arable land","2021","2021","1000 ha","7829","A","Official figure",""
"RL","Land Use","004","Afghanistan","5110","Area","6621","Arable land","2022","2022","1000 ha","7810","A","Official figure",""
"RL","Land Use","004","Afghanistan","5110","Area","6621","Arable land","2023","2023","1000 ha","7846","A","Official figure",""
"RL","Land Use","004","Afghanistan","5110","Area","6630","Temporary crops","2020","2020","1000 ha","3834","A","Official figure",""
"RL","Land Use","004","Afghanistan","5110","Area","6630","Temporary crops","2021","2021","1000 ha","2907","A","Official figure",""
"RL","Land Use","004","Afghanistan","5110","Area","6630","Temporary crops","2022","2022","1000 ha","2913","A","Official figure",""
"RL","Land Use","004","Afghanistan","5110","Area","6630","Temporary crops","2023","2023","1000 ha","3119","A","Official figure",""
"RL","Land Use","004","Afghanistan","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","0","I","Value imputed by a receiving agency",""
"RL","Land Use","004","Afghanistan","5110","Area","6633","Temporary meadows and pastures","2021","2021","1000 ha","0","I","Value imputed by a receiving agency",""
"RL","Land Use","004","Afghanistan","5110","Area","6633","Temporary meadows and pastures","2022","2022","1000 ha","0","I","Value imputed by a receiving agency",""
"RL","Land Use","004","Afghanistan","5110","Area","6633","Temporary meadows and pastures","2023","2023","1000 ha","0","I","Value imputed by a receiving agency",""
"RL","Land Use","004","Afghanistan","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","3995","A","Official figure",""
"RL","Land Use","004","Afghanistan","5110","Area","6640","Temporary fallow","2021","2021","1000 ha","4922","A","Official figure",""
"RL","Land Use","004","Afghanistan","5110","Area","6640","Temporary fallow","2022","2022","1000 ha","4897","A","Official figure",""
"RL","Land Use","004","Afghanistan","5110","Area","6640","Temporary fallow","2023","2023","1000 ha","4727","A","Official figure",""
"RL","Land Use","004","Afghanistan","5110","Area","6650","Permanent crops","2020","2020","1000 ha","222","I","Value imputed by a receiving agency",""
"RL","Land Use","004","Afghanistan","5110","Area","6650","Permanent crops","2021","2021","1000 ha","270","A","Official figure",""
"RL","Land Use","004","Afghanistan","5110","Area","6650","Permanent crops","2022","2022","1000 ha","271","A","Official figure",""
"RL","Land Use","004","Afghanistan","5110","Area","6650","Permanent crops","2023","2023","1000 ha","270","A","Official figure",""
"RL","Land Use","004","Afghanistan","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","30262","A","Official figure",""
"RL","Land Use","004","Afghanistan","5110","Area","6655","Permanent meadows and pastures","2021","2021","1000 ha","30262","A","Official figure",""
"RL","Land Use","004","Afghanistan","5110","Area","6655","Permanent meadows and pastures","2022","2022","1000 ha","30000","A","Official figure",""
"RL","Land Use","004","Afghanistan","5110","Area","6655","Permanent meadows and pastures","2023","2023","1000 ha","30000","A","Official figure",""
"RL","Land Use","004","Afghanistan","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2020","2020","1000 ha","30262","I","Value imputed by a receiving agency",""
"RL","Land Use","004","Afghanistan","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2021","2021","1000 ha","30262","I","Value imputed by a receiving agency",""
"RL","Land Use","004","Afghanistan","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2022","2022","1000 ha","30262","I","Value imputed by a receiving agency",""
"RL","Land Use","004","Afghanistan","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2023","2023","1000 ha","30000","I","Value imputed by a receiving agency",""
"RL","Land Use","004","Afghanistan","5110","Area","6646","Forest land","2020","2020","1000 ha","1209.44","X","Figure from external organization",""
"RL","Land Use","004","Afghanistan","5110","Area","6646","Forest land","2021","2021","1000 ha","1209.44","I","Value imputed by a receiving agency",""
"RL","Land Use","004","Afghanistan","5110","Area","6646","Forest land","2022","2022","1000 ha","1209.44","I","Value imputed by a receiving agency",""
"RL","Land Use","004","Afghanistan","5110","Area","6646","Forest land","2023","2023","1000 ha","1209.44","I","Value imputed by a receiving agency",""
"RL","Land Use","004","Afghanistan","5110","Area","6646","Forest land","2024","2024","1000 ha","1209.44","I","Value imputed by a receiving agency",""
"RL","Land Use","004","Afghanistan","5110","Area","6646","Forest land","2025","2025","1000 ha","1209.44","X","Figure from external organization",""
"RL","Land Use","004","Afghanistan","5110","Area","6717","Naturally regenerating forest","2020","2020","1000 ha","1209.44","X","Figure from external organization",""
"RL","Land Use","004","Afghanistan","5110","Area","6717","Naturally regenerating forest","2021","2021","1000 ha","1209.44","I","Value imputed by a receiving agency",""
"RL","Land Use","004","Afghanistan","5110","Area","6717","Naturally regenerating forest","2022","2022","1000 ha","1209.44","I","Value imputed by a receiving agency",""
"RL","Land Use","004","Afghanistan","5110","Area","6717","Naturally regenerating forest","2023","2023","1000 ha","1209.44","I","Value imputed by a receiving agency",""
"RL","Land Use","004","Afghanistan","5110","Area","6717","Naturally regenerating forest","2024","2024","1000 ha","1209.44","I","Value imputed by a receiving agency",""
"RL","Land Use","004","Afghanistan","5110","Area","6717","Naturally regenerating forest","2025","2025","1000 ha","1209.44","X","Figure from external organization",""
"RL","Land Use","008","Albania","5110","Area","6602","Agriculture","2020","2020","1000 ha","1167.345","I","Value imputed by a receiving agency",""
"RL","Land Use","008","Albania","5110","Area","6602","Agriculture","2021","2021","1000 ha","1138.2","A","Official figure",""
"RL","Land Use","008","Albania","5110","Area","6602","Agriculture","2022","2022","1000 ha","1137.59","A","Official figure",""
"RL","Land Use","008","Albania","5110","Area","6602","Agriculture","2023","2023","1000 ha","1046.59","I","Value imputed by a receiving agency",""
"RL","Land Use","008","Albania","5110","Area","6610","Agricultural land","2020","2020","1000 ha","1165.555","A","Official figure",""
"RL","Land Use","008","Albania","5110","Area","6610","Agricultural land","2021","2021","1000 ha","1136.33","A","Official figure",""
"RL","Land Use","008","Albania","5110","Area","6610","Agricultural land","2022","2022","1000 ha","1135.6","A","Official figure",""
"RL","Land Use","008","Albania","5110","Area","6610","Agricultural land","2023","2023","1000 ha","1044.6","A","Official figure",""
"RL","Land Use","008","Albania","5110","Area","6620","Cropland","2020","2020","1000 ha","687.555","A","Official figure",""
"RL","Land Use","008","Albania","5110","Area","6620","Cropland","2021","2021","1000 ha","687.53","A","Official figure",""
"RL","Land Use","008","Albania","5110","Area","6620","Cropland","2022","2022","1000 ha","686.4","A","Official figure",""
"RL","Land Use","008","Albania","5110","Area","6620","Cropland","2023","2023","1000 ha","678.5","A","Official figure",""
"RL","Land Use","008","Albania","5110","Area","6621","Arable land","2020","2020","1000 ha","599.6","A","Official figure",""
"RL","Land Use","008","Albania","5110","Area","6621","Arable land","2021","2021","1000 ha","599.9","A","Official figure",""
"RL","Land Use","008","Albania","5110","Area","6621","Arable land","2022","2022","1000 ha","598.1","A","Official figure",""
"RL","Land Use","008","Albania","5110","Area","6621","Arable land","2023","2023","1000 ha","590.7","A","Official figure",""
"RL","Land Use","008","Albania","5110","Area","6630","Temporary crops","2020","2020","1000 ha","196.6","A","Official figure",""
"RL","Land Use","008","Albania","5110","Area","6630","Temporary crops","2021","2021","1000 ha","200.9","A","Official figure",""
"RL","Land Use","008","Albania","5110","Area","6630","Temporary crops","2022","2022","1000 ha","198.8","A","Official figure",""
"RL","Land Use","008","Albania","5110","Area","6630","Temporary crops","2023","2023","1000 ha","200.8","A","Official figure",""
"RL","Land Use","008","Albania","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","225","A","Official figure",""
"RL","Land Use","008","Albania","5110","Area","6633","Temporary meadows and pastures","2021","2021","1000 ha","219.7","A","Official figure",""
"RL","Land Use","008","Albania","5110","Area","6633","Temporary meadows and pastures","2022","2022","1000 ha","217.7","A","Official figure",""
"RL","Land Use","008","Albania","5110","Area","6633","Temporary meadows and pastures","2023","2023","1000 ha","214.1845","A","Official figure",""
"RL","Land Use","008","Albania","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","178","A","Official figure",""
"RL","Land Use","008","Albania","5110","Area","6640","Temporary fallow","2021","2021","1000 ha","179.3","A","Official figure",""
"RL","Land Use","008","Albania","5110","Area","6640","Temporary fallow","2022","2022","1000 ha","181.6","A","Official figure",""
"RL","Land Use","008","Albania","5110","Area","6640","Temporary fallow","2023","2023","1000 ha","175.6","A","Official figure",""
"RL","Land Use","008","Albania","5110","Area","6650","Permanent crops","2020","2020","1000 ha","87.955","A","Official figure",""
"RL","Land Use","008","Albania","5110","Area","6650","Permanent crops","2021","2021","1000 ha","87.63","A","Official figure",""
"RL","Land Use","008","Albania","5110","Area","6650","Permanent crops","2022","2022","1000 ha","88.2","A","Official figure",""
"RL","Land Use","008","Albania","5110","Area","6650","Permanent crops","2023","2023","1000 ha","87.8","A","Official figure",""
"RL","Land Use","008","Albania","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","478","A","Official figure",""
"RL","Land Use","008","Albania","5110","Area","6655","Permanent meadows and pastures","2021","2021","1000 ha","448.8","A","Official figure",""
"RL","Land Use","008","Albania","5110","Area","6655","Permanent meadows and pastures","2022","2022","1000 ha","449.2","A","Official figure",""
"RL","Land Use","008","Albania","5110","Area","6655","Permanent meadows and pastures","2023","2023","1000 ha","366.1","A","Official figure",""
"RL","Land Use","008","Albania","5110","Area","6649","Farm buildings and Farmyards","2020","2020","1000 ha","1.79","A","Official figure",""
"RL","Land Use","008","Albania","5110","Area","6649","Farm buildings and Farmyards","2021","2021","1000 ha","1.87","A","Official figure",""
"RL","Land Use","008","Albania","5110","Area","6649","Farm buildings and Farmyards","2022","2022","1000 ha","1.99","A","Official figure",""
"RL","Land Use","008","Albania","5110","Area","6649","Farm buildings and Farmyards","2023","2023","1000 ha","1.99","A","Official figure",""
"RL","Land Use","008","Albania","5110","Area","6646","Forest land","2020","2020","1000 ha","941","X","Figure from external organization",""
"RL","Land Use","008","Albania","5110","Area","6646","Forest land","2021","2021","1000 ha","941","I","Value imputed by a receiving agency",""
"RL","Land Use","008","Albania","5110","Area","6646","Forest land","2022","2022","1000 ha","941","I","Value imputed by a receiving agency",""
"RL","Land Use","008","Albania","5110","Area","6646","Forest land","2023","2023","1000 ha","941","I","Value imputed by a receiving agency",""
"RL","Land Use","008","Albania","5110","Area","6646","Forest land","2024","2024","1000 ha","941","I","Value imputed by a receiving agency",""
"RL","Land Use","008","Albania","5110","Area","6646","Forest land","2025","2025","1000 ha","941","X","Figure from external organization",""
"RL","Land Use","008","Albania","5110","Area","6714","Primary Forest","2020","2020","1000 ha","84.8","X","Figure from external organization",""
"RL","Land Use","008","Albania","5110","Area","6714","Primary Forest","2021","2021","1000 ha","84.8","I","Value imputed by a receiving agency",""
"RL","Land Use","008","Albania","5110","Area","6714","Primary Forest","2022","2022","1000 ha","84.8","I","Value imputed by a receiving agency",""
"RL","Land Use","008","Albania","5110","Area","6714","Primary Forest","2023","2023","1000 ha","84.8","I","Value imputed by a receiving agency",""
"RL","Land Use","008","Albania","5110","Area","6714","Primary Forest","2024","2024","1000 ha","84.8","I","Value imputed by a receiving agency",""
"RL","Land Use","008","Albania","5110","Area","6714","Primary Forest","2025","2025","1000 ha","84.8","X","Figure from external organization",""
"RL","Land Use","012","Algeria","5110","Area","6602","Agriculture","2020","2020","1000 ha","41288","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6602","Agriculture","2021","2021","1000 ha","41277","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6602","Agriculture","2022","2022","1000 ha","41326.4","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6602","Agriculture","2023","2023","1000 ha","41344.7","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6610","Agricultural land","2020","2020","1000 ha","41288","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6610","Agricultural land","2021","2021","1000 ha","41277","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6610","Agricultural land","2022","2022","1000 ha","41326.4","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6610","Agricultural land","2023","2023","1000 ha","41344.7","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6620","Cropland","2020","2020","1000 ha","8481","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6620","Cropland","2021","2021","1000 ha","8471","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6620","Cropland","2022","2022","1000 ha","8519.4","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6620","Cropland","2023","2023","1000 ha","8537.7","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6621","Arable land","2020","2020","1000 ha","7531","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6621","Arable land","2021","2021","1000 ha","7531","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6621","Arable land","2022","2022","1000 ha","7531","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6621","Arable land","2023","2023","1000 ha","7531","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6630","Temporary crops","2020","2020","1000 ha","4682","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6630","Temporary crops","2021","2021","1000 ha","4682","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6630","Temporary crops","2022","2022","1000 ha","4682","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6630","Temporary crops","2023","2023","1000 ha","4682","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","2849","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6640","Temporary fallow","2021","2021","1000 ha","2849","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6640","Temporary fallow","2022","2022","1000 ha","2849","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6640","Temporary fallow","2023","2023","1000 ha","2849","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6650","Permanent crops","2020","2020","1000 ha","951","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6650","Permanent crops","2021","2021","1000 ha","940","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6650","Permanent crops","2022","2022","1000 ha","988.4","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6650","Permanent crops","2023","2023","1000 ha","1006.7","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","32807","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6655","Permanent meadows and pastures","2021","2021","1000 ha","32807","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6655","Permanent meadows and pastures","2022","2022","1000 ha","32807","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6655","Permanent meadows and pastures","2023","2023","1000 ha","32807","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6656","Perm. meadows & pastures - Cultivated","2020","2020","1000 ha","54","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6656","Perm. meadows & pastures - Cultivated","2021","2021","1000 ha","54","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6656","Perm. meadows & pastures - Cultivated","2022","2022","1000 ha","54","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6656","Perm. meadows & pastures - Cultivated","2023","2023","1000 ha","54","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2020","2020","1000 ha","32753","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2021","2021","1000 ha","32753","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2022","2022","1000 ha","32753","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2023","2023","1000 ha","32753","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6646","Forest land","2020","2020","1000 ha","1694.73","X","Figure from external organization",""
"RL","Land Use","012","Algeria","5110","Area","6646","Forest land","2021","2021","1000 ha","1694.056","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6646","Forest land","2022","2022","1000 ha","1693.382","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6646","Forest land","2023","2023","1000 ha","1692.708","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6646","Forest land","2024","2024","1000 ha","1692.034","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6646","Forest land","2025","2025","1000 ha","1691.36","X","Figure from external organization",""
"RL","Land Use","012","Algeria","5110","Area","6717","Naturally regenerating forest","2020","2020","1000 ha","1425.22","X","Figure from external organization",""
"RL","Land Use","012","Algeria","5110","Area","6717","Naturally regenerating forest","2021","2021","1000 ha","1423.92","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6717","Naturally regenerating forest","2022","2022","1000 ha","1422.62","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6717","Naturally regenerating forest","2023","2023","1000 ha","1421.32","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6717","Naturally regenerating forest","2024","2024","1000 ha","1420.02","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6717","Naturally regenerating forest","2025","2025","1000 ha","1418.72","X","Figure from external organization",""
"RL","Land Use","012","Algeria","5110","Area","6714","Primary Forest","2020","2020","1000 ha","0","X","Figure from external organization",""
"RL","Land Use","012","Algeria","5110","Area","6714","Primary Forest","2021","2021","1000 ha","0","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6714","Primary Forest","2022","2022","1000 ha","0","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6714","Primary Forest","2023","2023","1000 ha","0","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6714","Primary Forest","2024","2024","1000 ha","0","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6714","Primary Forest","2025","2025","1000 ha","0","X","Figure from external organization",""
"RL","Land Use","012","Algeria","5110","Area","6716","Planted Forest","2020","2020","1000 ha","269.51","X","Figure from external organization",""
"RL","Land Use","012","Algeria","5110","Area","6716","Planted Forest","2021","2021","1000 ha","270.136","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6716","Planted Forest","2022","2022","1000 ha","270.762","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6716","Planted Forest","2023","2023","1000 ha","271.388","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6716","Planted Forest","2024","2024","1000 ha","272.014","I","Value imputed by a receiving agency",""
"RL","Land Use","012","Algeria","5110","Area","6716","Planted Forest","2025","2025","1000 ha","272.64","X","Figure from external organization",""
"RL","Land Use","016","American Samoa","5110","Area","6602","Agriculture","2020","2020","1000 ha","2.87","I","Value imputed by a receiving agency",""
"RL","Land Use","016","American Samoa","5110","Area","6602","Agriculture","2021","2021","1000 ha","2.9","I","Value imputed by a receiving agency",""
"RL","Land Use","016","American Samoa","5110","Area","6602","Agriculture","2022","2022","1000 ha","2.9","I","Value imputed by a receiving agency",""
"RL","Land Use","016","American Samoa","5110","Area","6602","Agriculture","2023","2023","1000 ha","2.96","I","Value imputed by a receiving agency",""
"RL","Land Use","016","American Samoa","5110","Area","6610","Agricultural land","2020","2020","1000 ha","2.87","I","Value imputed by a receiving agency",""
"RL","Land Use","016","American Samoa","5110","Area","6610","Agricultural land","2021","2021","1000 ha","2.9","I","Value imputed by a receiving agency",""
"RL","Land Use","016","American Samoa","5110","Area","6610","Agricultural land","2022","2022","1000 ha","2.9","I","Value imputed by a receiving agency",""
"RL","Land Use","016","American Samoa","5110","Area","6610","Agricultural land","2023","2023","1000 ha","2.96","I","Value imputed by a receiving agency",""
"RL","Land Use","016","American Samoa","5110","Area","6620","Cropland","2020","2020","1000 ha","2.87","I","Value imputed by a receiving agency",""
"RL","Land Use","016","American Samoa","5110","Area","6620","Cropland","2021","2021","1000 ha","2.9","I","Value imputed by a receiving agency",""
"RL","Land Use","016","American Samoa","5110","Area","6620","Cropland","2022","2022","1000 ha","2.9","I","Value imputed by a receiving agency",""
"RL","Land Use","016","American Samoa","5110","Area","6620","Cropland","2023","2023","1000 ha","2.96","I","Value imputed by a receiving agency",""
"RL","Land Use","016","American Samoa","5110","Area","6621","Arable land","2020","2020","1000 ha","0.96","I","Value imputed by a receiving agency",""
"RL","Land Use","016","American Samoa","5110","Area","6621","Arable land","2021","2021","1000 ha","0.97","I","Value imputed by a receiving agency",""
"RL","Land Use","016","American Samoa","5110","Area","6621","Arable land","2022","2022","1000 ha","0.97","I","Value imputed by a receiving agency",""
"RL","Land Use","016","American Samoa","5110","Area","6621","Arable land","2023","2023","1000 ha","1.03","I","Value imputed by a receiving agency",""
"RL","Land Use","016","American Samoa","5110","Area","6630","Temporary crops","2020","2020","1000 ha","0.7412","I","Value imputed by a receiving agency",""
"RL","Land Use","016","American Samoa","5110","Area","6630","Temporary crops","2021","2021","1000 ha","0.7554","I","Value imputed by a receiving agency",""
"RL","Land Use","016","American Samoa","5110","Area","6630","Temporary crops","2022","2022","1000 ha","0.7554","I","Value imputed by a receiving agency",""
"RL","Land Use","016","American Samoa","5110","Area","6630","Temporary crops","2023","2023","1000 ha","0.8021","I","Value imputed by a receiving agency",""
"RL","Land Use","016","American Samoa","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","0.1051","I","Value imputed by a receiving agency",""
"RL","Land Use","016","American Samoa","5110","Area","6633","Temporary meadows and pastures","2021","2021","1000 ha","0.1061","I","Value imputed by a receiving agency",""
"RL","Land Use","016","American Samoa","5110","Area","6633","Temporary meadows and pastures","2022","2022","1000 ha","0.1061","I","Value imputed by a receiving agency",""
"RL","Land Use","016","American Samoa","5110","Area","6633","Temporary meadows and pastures","2023","2023","1000 ha","0.1127","I","Value imputed by a receiving agency",""
"RL","Land Use","016","American Samoa","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","0.1137","I","Value imputed by a receiving agency",""
"RL","Land Use","016","American Samoa","5110","Area","6640","Temporary fallow","2021","2021","1000 ha","0.1085","I","Value imputed by a receiving agency",""
"RL","Land Use","016","American Samoa","5110","Area","6640","Temporary fallow","2022","2022","1000 ha","0.1085","I","Value imputed by a receiving agency",""
"RL","Land Use","016","American Samoa","5110","Area","6640","Temporary fallow","2023","2023","1000 ha","0.1152","I","Value imputed by a receiving agency",""
"RL","Land Use","016","American Samoa","5110","Area","6650","Permanent crops","2020","2020","1000 ha","1.91","I","Value imputed by a receiving agency",""
"RL","Land Use","016","American Samoa","5110","Area","6650","Permanent crops","2021","2021","1000 ha","1.93","I","Value imputed by a receiving agency",""
"RL","Land Use","016","American Samoa","5110","Area","6650","Permanent crops","2022","2022","1000 ha","1.93","I","Value imputed by a receiving agency",""
"RL","Land Use","016","American Samoa","5110","Area","6650","Permanent crops","2023","2023","1000 ha","1.93","I","Value imputed by a receiving agency",""
"RL","Land Use","016","American Samoa","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","0","I","Value imputed by a receiving agency",""
"RL","Land Use","016","American Samoa","5110","Area","6655","Permanent meadows and pastures","2021","2021","1000 ha","0","I","Value imputed by a receiving agency",""
"RL","Land Use","016","American Samoa","5110","Area","6655","Permanent meadows and pastures","2022","2022","1000 ha","0","I","Value imputed by a receiving agency",""
"RL","Land Use","016","American Samoa","5110","Area","6655","Permanent meadows and pastures","2023","2023","1000 ha","0","I","Value imputed by a receiving agency",""
"RL","Land Use","016","American Samoa","5110","Area","6646","Forest land","2020","2020","1000 ha","15.85","X","Figure from external organization",""
"RL","Land Use","016","American Samoa","5110","Area","6646","Forest land","2021","2021","1000 ha","15.85","I","Value imputed by a receiving agency",""
"RL","Land Use","016","American Samoa","5110","Area","6646","Forest land","2022","2022","1000 ha","15.85","I","Value imputed by a receiving agency",""
"RL","Land Use","016","American Samoa","5110","Area","6646","Forest land","2023","2023","1000 ha","15.85","I","Value imputed by a receiving agency",""
"RL","Land Use","016","American Samoa","5110","Area","6646","Forest land","2024","2024","1000 ha","15.85","I","Value imputed by a receiving agency",""
"RL","Land Use","016","American Samoa","5110","Area","6646","Forest land","2025","2025","1000 ha","15.85","X","Figure from external organization",""
"RL","Land Use","016","American Samoa","5110","Area","6717","Naturally regenerating forest","2020","2020","1000 ha","15.85","X","Figure from external organization",""
"RL","Land Use","016","American Samoa","5110","Area","6717","Naturally regenerating forest","2021","2021","1000 ha","15.85","I","Value imputed by a receiving agency",""
"RL","Land Use","016","American Samoa","5110","Area","6717","Naturally regenerating forest","2022","2022","1000 ha","15.85","I","Value imputed by a receiving agency",""
"RL","Land Use","016","American Samoa","5110","Area","6717","Naturally regenerating forest","2023","2023","1000 ha","15.85","I","Value imputed by a receiving agency",""
"RL","Land Use","016","American Samoa","5110","Area","6717","Naturally regenerating forest","2024","2024","1000 ha","15.85","I","Value imputed by a receiving agency",""
"RL","Land Use","016","American Samoa","5110","Area","6717","Naturally regenerating forest","2025","2025","1000 ha","15.85","X","Figure from external organization",""
"RL","Land Use","016","American Samoa","5110","Area","6714","Primary Forest","2020","2020","1000 ha","0.09","X","Figure from external organization",""
"RL","Land Use","016","American Samoa","5110","Area","6714","Primary Forest","2021","2021","1000 ha","0.09","I","Value imputed by a receiving agency",""
