country_code_3,country_name,year,v2x_partipdem,v2x_delibdem,v2x_cspart,v2xeg_eqaccess,v2x_libdem,transition_capacity_score
HND,Honduras,2025,0.0003312355084465054,0.412877477103375,0.7701149425287357,0.6204933586337761,0.0003620155214154807,0.35045347278198125
MLI,Mali,2025,0.2088567279027696,0.2398551226151752,0.0004597701149425287,0.6789578952766808,0.00010181686539810393,0.21412887347378654
PAK,Pakistan,2025,0.24452824419700867,0.20986458117055387,0.6648786717752235,0.4892045745935689,0.19904065886824898,0.34981072571620797
PER,Peru,2025,0.5706678217443371,0.43479364200521364,0.7210727969348659,0.7261398020411304,0.5723691653279634,0.5903562704297249
SEN,Senegal,2025,0.5120646164038015,0.6401135026645441,0.8927203065134101,0.8728139904610493,0.5474805982306491,0.6796327793735232
SSD,South Sudan,2025,0.059800749101842174,0.04376312086188201,0.23780332056194128,0.0,0.07233522637283074,0.0843019155592439
SDN,Sudan,2025,0.06489668000101918,0.026460885413062032,0.2613026819923372,0.36509564593056054,0.03839627124012942,0.13562371532759124
VNM,Vietnam,2025,0.2088567279027696,0.2087110988072992,0.6802043422733078,0.00045130519513821216,0.11532456954091908,0.2577992063425874
AFG,Afghanistan,2025,0.06489668000101918,0.013772579417260707,0.043678160919540236,0.0112313451971896,0.020295495169355388,0.03313197309345976
ARG,Argentina,2025,0.5464621499732463,0.00040371882713913297,0.7220945083014049,0.0007384994102261655,0.5927325384075842,0.37015602453304897
ETH,Ethiopia,2025,0.16299334981017655,0.22485985189286453,0.6424010217113666,0.5035642853479666,4.525194017693509e-05,0.3009849353612551
IND,India,2025,0.31332331133589825,0.2986827231411631,0.7088122605363985,0.5240781578542489,0.00022625970088467541,0.3734096233598151
KEN,Kenya,2025,0.4267077738425867,0.5236117839758229,0.7333333333333334,0.00060515923893533,0.5044912550625608,0.4600110182664935
PRK,North Korea,2025,0.05597880092745942,0.012619097054006042,0.028352490421455944,0.35381301605210524,0.015770301151661878,0.07825747016022262
KOR,South Korea,2025,0.7018880423981451,0.8661960458624586,0.8212005108556834,0.9117903482229858,0.8359617168586103,0.818423933998527
XKX,Kosovo,2025,0.44072158381532345,0.454402842180543,0.566794380587484,0.6133135032565773,0.516935538611218,0.5066773388966327
LBN,Lebanon,2025,0.28274772594083625,0.000334509885343853,0.828352490421456,0.4194574080722088,0.3019888227707763,0.344657991667284
NGA,Nigeria,2025,0.4114199811450556,0.40134265347082837,0.8028097062579822,0.5804913072465254,0.3517659569654049,0.503591189537357
PHL,Philippines,2025,0.33243305220781205,0.2894548642351258,0.6802043422733078,0.3702241140571311,0.32913998687693735,0.3964174627055063
TZA,Tanzania,2025,0.312049328611104,0.00026530094354857304,0.8099616858237548,0.0008615826452638598,0.3359277779034776,0.29058939863572536
TWN,Taiwan,2025,0.8305602976023644,0.7900662098876506,0.9489144316730524,0.8215293091953434,0.7963662692037922,0.8376238499669846
