Country Name,Country Code,Series Name,Series Code,2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
"Congo, Dem. Rep.",COD,Regulatory Quality - Number of sources,GOV_WGI_RQ.SR,10,11,11,11,12
"Congo, Dem. Rep.",COD,Regulatory Quality - Standard error of the governance estimate,GOV_WGI_RQ.SE,0.1630954,0.1549018,0.1549018,0.1549018,0.1547768
"Congo, Dem. Rep.",COD,Regulatory Quality - Upper bound of the 90% confidence interval for the governance score,GOV_WGI_RQ.SC_UB,37.4949975,38.0017664,38.2496947,39.0285127,38.6022711
"Congo, Rep.",COG,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-1.1735413,-1.1895932,-1.1313765,-1.1669408,-1.110638
"Congo, Rep.",COG,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,28.522118,28.2100045,29.3419712,28.6504582,29.745211
"Congo, Rep.",COG,Government Effectiveness - Lower bound of the 90% confidence interval for the governance score,GOV_WGI_GE.SC_LB,21.4979521,21.1858387,22.5765722,21.9138344,23.039299
"Congo, Rep.",COG,Government Effectiveness - Standard error of the governance estimate,GOV_WGI_GE.SE,0.2202748,0.2202748,0.21216,0.2112576,0.2102945
"Congo, Rep.",COG,Government Effectiveness - Number of sources,GOV_WGI_GE.SR,8,8,9,10,11
"Congo, Rep.",COG,Government Effectiveness - Upper bound of the 90% confidence interval for the governance score,GOV_WGI_GE.SC_UB,35.5462838,35.2341704,36.1073702,35.387082,36.451123
"Congo, Rep.",COG,Regulatory Quality - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RQ.EST,-1.32058079999999,-1.1613755,-1.2181294,-1.1865166,-1.1515624
"Congo, Rep.",COG,Regulatory Quality - Governance score (0-100),GOV_WGI_RQ.SC,34.0353566,36.5462503,35.6511607,36.1497395,36.7010169
"Congo, Rep.",COG,Regulatory Quality - Lower bound of the 90% confidence interval for the governance score,GOV_WGI_RQ.SC_LB,28.8852859,31.7683253,30.8732356,31.3718144,31.9285724
"Congo, Rep.",COG,Regulatory Quality - Number of sources,GOV_WGI_RQ.SR,8,9,9,9,10
"Congo, Rep.",COG,Regulatory Quality - Standard error of the governance estimate,GOV_WGI_RQ.SE,0.1991125,0.1847246,0.1847246,0.1847246,0.1845127
"Congo, Rep.",COG,Regulatory Quality - Upper bound of the 90% confidence interval for the governance score,GOV_WGI_RQ.SC_UB,39.1854273,41.3241754,40.4290858,40.9276646,41.4734614
Cook Islands,COK,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,..,..,0.0321933,0.0389791,0.5262603
Cook Islands,COK,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,..,..,51.9664457,52.0983889,61.5730943
Cook Islands,COK,Government Effectiveness - Lower bound of the 90% confidence interval for the governance score,GOV_WGI_GE.SC_LB,..,..,22.2640835,22.3960267,31.8707321
Cook Islands,COK,Government Effectiveness - Standard error of the governance estimate,GOV_WGI_GE.SE,..,..,0.9314533,0.9314533,0.9314533
Cook Islands,COK,Government Effectiveness - Number of sources,GOV_WGI_GE.SR,..,..,1,1,1
Cook Islands,COK,Government Effectiveness - Upper bound of the 90% confidence interval for the governance score,GOV_WGI_GE.SC_UB,..,..,81.6688079,81.8007511,91.2754565
Cook Islands,COK,Regulatory Quality - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RQ.EST,..,..,-0.2207362,-0.2190434,0.060701
Cook Islands,COK,Regulatory Quality - Governance score (0-100),GOV_WGI_RQ.SC,..,..,51.3814684,51.4081663,55.8201329
Cook Islands,COK,Regulatory Quality - Lower bound of the 90% confidence interval for the governance score,GOV_WGI_RQ.SC_LB,..,..,30.203261,30.2299588,34.6419254
Cook Islands,COK,Regulatory Quality - Number of sources,GOV_WGI_RQ.SR,..,..,1,1,1
Cook Islands,COK,Regulatory Quality - Standard error of the governance estimate,GOV_WGI_RQ.SE,..,..,0.8187938,0.8187938,0.8187938
Cook Islands,COK,Regulatory Quality - Upper bound of the 90% confidence interval for the governance score,GOV_WGI_RQ.SC_UB,..,..,72.5596759,72.5863737,76.9983403
Costa Rica,CRI,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,0.2258033,0.2714874,0.1212348,0.3340948,0.2868975
Costa Rica,CRI,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,55.7310024,56.619285,53.6977704,57.8366245,56.9189193
Costa Rica,CRI,Government Effectiveness - Lower bound of the 90% confidence interval for the governance score,GOV_WGI_GE.SC_LB,47.7473811,48.6356637,46.0881471,50.2711819,49.3534766
Costa Rica,CRI,Government Effectiveness - Standard error of the governance estimate,GOV_WGI_GE.SE,0.2503629,0.2503629,0.2386345,0.237249,0.237249
Costa Rica,CRI,Government Effectiveness - Number of sources,GOV_WGI_GE.SR,7,7,8,9,9
Costa Rica,CRI,Government Effectiveness - Upper bound of the 90% confidence interval for the governance score,GOV_WGI_GE.SC_UB,63.7146237,64.6029063,61.3073937,65.4020671,64.4843619
Costa Rica,CRI,Regulatory Quality - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RQ.EST,0.5391413,0.5605961,0.5923863,0.5745299,0.5818279
Costa Rica,CRI,Regulatory Quality - Governance score (0-100),GOV_WGI_RQ.SC,63.3658161,63.7041888,64.2055654,63.9239446,64.0390444
Costa Rica,CRI,Regulatory Quality - Lower bound of the 90% confidence interval for the governance score,GOV_WGI_RQ.SC_LB,57.9770876,58.3154602,58.8168369,58.543075,58.6581748
Costa Rica,CRI,Regulatory Quality - Number of sources,GOV_WGI_RQ.SR,7,7,7,8,8
Costa Rica,CRI,Regulatory Quality - Standard error of the governance estimate,GOV_WGI_RQ.SE,0.2083395,0.2083395,0.2083395,0.2080357,0.2080357
Costa Rica,CRI,Regulatory Quality - Upper bound of the 90% confidence interval for the governance score,GOV_WGI_RQ.SC_UB,68.7545446,69.0929173,69.5942939,69.3048142,69.4199141
Cote d'Ivoire,CIV,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.4875808,-0.5005974,-0.354842,-0.3185096,-0.3157177
Cote d'Ivoire,CIV,Government Effectiveness - Governance score (0-100),GOV_WGI_GE.SC,41.8599477,41.6068526,44.4409236,45.1473715,45.2016572
